name,year,google_scholar_profile_quality,category,review_requested,reason,acm_fellow_profile,google_scholar_profile,dblp_profile,acm_citation,scholar_name,scholar_affiliation,sample_publications,dblp_title_matches,evidence_title,evidence_authors,supporting_source,reviewed_at,scholar_fetched_at,acm_fetched_at,scholar_capture_sha256,previous_quality,previous_category,previous_reason,adjacent_sample_lower_bound,reassessment_basis
Pamela Samuelson,1999,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/samuelson_3933272,https://scholar.google.com/citations?user=m1x1I0EAAAAJ,https://dblp.org/pid/s/PamelaSamuelson,"Fellow of the John D. and Catherine T. MacArthur Foundation, 1997-2002; Named as one of the 100 most influential people in the digital age in the December 1997 issue of Upside Magazine and as one of the lawyers of the year in the December 1997 issue of the California Lawyer; Fellow, Electronic Frontier Foundation, since 1997.",Pamela Samuelson,Berkeley Law School,20,1,,,,2026-09-17T21:17:16-04:00,2026-09-16T22:17:58Z,2026-09-13T18:59:44Z,f060f2376447836ff356405e500e9b4428345dea14fdc9619f38f87b22ce19f6,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
Philip M Lewis,1999,N,missing_profile,N,No Scholar link is stored; N follows the user decision and does not imply a mixed profile or that no public profile exists.,https://awards.acm.org/award-recipients/lewis_1144468,,https://dblp.org/pid/l/PhilipMLewis,"For fundamental contributions to the development of computational theory and practice, particularly complexity theory, compiler design, and concurrency control for databases and systems.",,,0,0,,,,2026-09-17T21:17:16-04:00,,2026-09-13T18:59:52Z,,N,missing_profile,No Scholar link is stored; N follows the user decision and does not imply a mixed profile or that no public profile exists.,,
Richard J Fateman,1999,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/fateman_1117654,https://scholar.google.com/citations?user=MKANuc0AAAAJ,https://dblp.org/pid/f/RJFateman,For seminal contributions to the development of MACSYMA and symbolic processing systems.,Richard Fateman,"Emeritus Professor of Computer Science, University of California at Berkeley",20,16,,,,2026-09-17T21:17:16-04:00,2026-09-16T22:18:06Z,2026-09-13T18:59:59Z,f2d3ca04f494a93ad5752ee9fc5d8c7f3c7a62cb94c1fbfc6d204bcef7c2f588,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
Richard Snodgrass,1999,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/snodgrass_1557909,https://scholar.google.com/citations?user=BkrB4awAAAAJ,https://dblp.org/pid/s/RichardTSnodgrass,"For originating , providing leadership to, and for fundamental contributions to the research area of temporal databases, and for outstanding, wide-ranging service to the database community.",Richard Snodgrass,"Professor of Computer Science Emeritus, University of Arizona",20,18,,,,2026-09-17T21:17:16-04:00,2026-09-16T22:18:12Z,2026-09-13T19:00:06Z,a74cc889e6733b3228f3347ce6b8d37c34bdcde84b0652f36f9660aeb8773842,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
Rob Cook,1999,N,missing_profile,N,No Scholar link is stored; N follows the user decision and does not imply a mixed profile or that no public profile exists.,https://awards.acm.org/award-recipients/cook_4147260,,https://dblp.org/pid/84/2471,"Cook invented Monte-Carlo rendering methods for antialiasing, motion blur, depth-of-field, glossy reflections, and translucency. Cook pioneered shading languages and physics-based shading, and co-authored the Renderman software.",,,0,0,,,,2026-09-17T21:17:16-04:00,,2026-09-13T19:00:12Z,,N,missing_profile,No Scholar link is stored; N follows the user decision and does not imply a mixed profile or that no public profile exists.,,
Robert L Glass,1999,N,missing_profile,N,No Scholar link is stored; N follows the user decision and does not imply a mixed profile or that no public profile exists.,https://awards.acm.org/award-recipients/glass_1532894,,https://dblp.org/pid/23/4277,For distinguished contributions to practical software engineering through writing and speaking in language and action bridging the interests of academia and industry.,,,0,0,,,,2026-09-17T21:17:16-04:00,,2026-09-13T19:00:18Z,,N,missing_profile,No Scholar link is stored; N follows the user decision and does not imply a mixed profile or that no public profile exists.,,
Robert T Braden,1999,N,missing_profile,N,No Scholar link is stored; N follows the user decision and does not imply a mixed profile or that no public profile exists.,https://awards.acm.org/award-recipients/braden_1009208,,https://dblp.org/pid/79/911,For leadership in the development and enhancement of the Internet's End-to-End protocols.,,,0,0,,,,2026-09-17T21:17:16-04:00,,2026-09-13T19:00:26Z,,N,missing_profile,No Scholar link is stored; N follows the user decision and does not imply a mixed profile or that no public profile exists.,,
Ronald J. Brachman,1999,Y,mostly_adjacent_with_retained_concern,N,"At least 12/20 sampled publications are relevant or reasonably adjacent to the ACM-grounded identity. Y under the user's tolerant majority rule; the earlier isolated attribution concern is retained as evidence, not a reason to reject the profile.",https://awards.acm.org/award-recipients/brachman_1350156,https://scholar.google.com/citations?user=zMnT8BsAAAAJ,https://dblp.org/pid/b/RJBrachman,"For sustained and influential contributions to the field of artificial intelligence through innovative technical work, successful industrial applications, research leadership, and dedication to the community.",Ronald J. Brachman,Cornell University; Schmidt Sciences,20,12,Clinical terminology: why is it so hard?,AL Rector,https://pubmed.ncbi.nlm.nih.gov/10805008/,2026-09-17T21:21:43-04:00,2026-09-16T22:18:19Z,2026-09-13T19:00:33Z,4b742b371661e5dbf19bf793e8068c868603f77aa6514bd129cbe9a06c77b6f3,N,verified_attribution_conflict,"The primary publication record credits Alan L. Rector alone, not Ronald Brachman.",12,The prior ACM-grounded identity and topic review is supported by a majority of captured titles matching the reviewed DBLP bibliography; isolated anomalies do not lower profile-level quality.
Ronald L. Graham,1999,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/graham_2060168,https://scholar.google.com/citations?user=qrPaF3QAAAAJ,https://dblp.org/pid/g/RLGraham,"For seminal contributions to the analysis of algorithms, in particular the worst-case analysis of heuristics, the theory of scheduling, and computational geometry.",Ronald Graham,"Professor of Mathematics and Computer Science, UC San Diego",20,10,,,,2026-09-17T21:17:16-04:00,2026-09-16T22:18:27Z,2026-09-13T19:00:41Z,ee2f06582859dc37373d2c7fc52ea4103a7c3f1b217a01afa2f896fe3d975939,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
Takeo Kanade,1999,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/kanade_1571645,https://scholar.google.com/citations?user=askFPfcAAAAJ,https://dblp.org/pid/k/TakeoKanade,"For broad contributions to research in and the advancement of computer science and robotics, and for service to the ACM and the greater computer science and robotics community.",Takeo Kanade,Carnegie Mellon University,20,15,,,,2026-09-17T21:17:16-04:00,2026-09-17T00:40:46Z,2026-09-13T19:00:48Z,2c0de5cc915eae27732ba5b46e11e8a34499a24f672612414000b517344e05c8,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
Toshihide Ibaraki,1999,N,missing_profile,N,No Scholar link is stored; N follows the user decision and does not imply a mixed profile or that no public profile exists.,https://awards.acm.org/award-recipients/ibaraki_1089572,,https://dblp.org/pid/72/3560,"For contributions to the theory and algorithms of discrete optimization, graphs and networks, and logical analysis of data with Boolean functions, as well as their applications.",,,0,0,,,,2026-09-17T21:17:16-04:00,,2026-09-13T19:00:55Z,,N,missing_profile,No Scholar link is stored; N follows the user decision and does not imply a mixed profile or that no public profile exists.,,
Abraham Kandel,1998,N,missing_profile,N,No Scholar link is stored; N follows the user decision and does not imply a mixed profile or that no public profile exists.,https://awards.acm.org/award-recipients/kandel_1140078,,https://dblp.org/pid/63/612,"For original research contributions advancing the state-of-the-art in applied fuzzy sets, fuzzy expert systems, and fuzzy hybrid systems.",,,0,0,,,,2026-09-17T21:17:16-04:00,,2026-09-13T19:01:01Z,,N,missing_profile,No Scholar link is stored; N follows the user decision and does not imply a mixed profile or that no public profile exists.,,
Alan Selman,1998,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/selman_1182401,https://scholar.google.com/citations?user=8ExiKC0AAAAJ,https://dblp.org/pid/s/AlanLSelman,Throughout his career Alan L. Selman has been an influential contributor to computational complexity theory and a dedicated professional within the academic comuter science community.,Alan Selman,"Professor emeritus of computer science and engineering, University at Buffalo",20,15,,,,2026-09-17T21:17:16-04:00,2026-09-16T22:18:42Z,2026-09-13T19:01:08Z,5642c635fb22d72ce4b63ab8818f29824d0ef35d1ec51367d9981e9c6bae105a,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
Albert J Turner,1998,N,missing_profile,N,No Scholar link is stored; N follows the user decision and does not imply a mixed profile or that no public profile exists.,https://awards.acm.org/award-recipients/turner_1244433,,https://dblp.org/pid/t/AJoeTurner,Professor Turner exemplifies outstanding leadership in advancing the state-of-the-art of computing sciences education both within ACM and in the wider national and international arenas.,,,0,0,,,,2026-09-17T21:17:16-04:00,,2026-09-13T19:01:17Z,,N,missing_profile,No Scholar link is stored; N follows the user decision and does not imply a mixed profile or that no public profile exists.,,
Andrew W Appel,1998,Y,reasonable_sample,N,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,https://awards.acm.org/award-recipients/appel_2115301,https://scholar.google.com/citations?user=wC_ntLYAAAAJ,https://dblp.org/pid/a/AWAppel,Significant research contributions in the area of programming languages and compilers. Important contributions to the ACM Transactions on Programming Languages and Systems.,Andrew W. Appel,"Professor Emeritus of Computer Science, Princeton University",20,17,,,,2026-09-17T21:17:16-04:00,2026-09-16T22:18:50Z,2026-09-13T19:01:24Z,befe478414377d961e74c39b9b07f978b1f5a45ee33fa1857412033c9b2b69db,Y,reasonable_sample,Identity supported by the prior ACM-grounded audit; no convincing attribution conflict found in the captured publication sample after screening and candidate review.,,
